,date,home_team,score,away_team,season
2291,13-12-2020,Arsenal,0 - 1,Burnley,20/21
2292,16-12-2020,Arsenal,1 - 1,Southampton,20/21
2293,19-12-2020,Everton,2 - 1,Arsenal,20/21
2294,26-12-2020,Arsenal,3 - 1,Chelsea,20/21
2295,29-12-2020,Brighton,0 - 1,Arsenal,20/21
2296,02-01-2021,West Brom,0 - 4,Arsenal,20/21
2297,14-01-2021,Arsenal,0 - 0,Crystal Palace,20/21
2298,18-01-2021,Arsenal,3 - 0,Newcastle,20/21
2299,26-01-2021,Southampton,1 - 3,Arsenal,20/21
2300,30-01-2021,Arsenal,0 - 0,Man United,20/21
2301,02-02-2021,Wolves,2 - 1,Arsenal,20/21
2302,06-02-2021,Aston Villa,1 - 0,Arsenal,20/21
2303,14-02-2021,Arsenal,4 - 2,Leeds,20/21
2304,21-02-2021,Arsenal,0 - 1,Man City,20/21
2305,28-02-2021,Leicester,1 - 3,Arsenal,20/21
2306,06-03-2021,Burnley,1 - 1,Arsenal,20/21
2307,14-03-2021,Arsenal,2 - 1,Tottenham,20/21
2308,21-03-2021,West Ham,3 - 3,Arsenal,20/21
2309,03-04-2021,Arsenal,0 - 3,Liverpool,20/21
2310,11-04-2021,Sheffield United,0 - 3,Arsenal,20/21
2311,18-04-2021,Arsenal,1 - 1,Fulham,20/21
2312,23-04-2021,Arsenal,0 - 1,Everton,20/21
2313,02-05-2021,Newcastle,0 - 2,Arsenal,20/21
2314,09-05-2021,Arsenal,3 - 1,West Brom,20/21
2315,12-05-2021,Chelsea,0 - 1,Arsenal,20/21
2316,19-05-2021,Crystal Palace,1 - 3,Arsenal,20/21
2317,23-05-2021,Arsenal,2 - 0,Brighton,20/21
2318,21-09-2020,Aston Villa,1 - 0,Sheffield United,20/21
2319,28-09-2020,Fulham,0 - 3,Aston Villa,20/21
2320,04-10-2020,Aston Villa,7 - 2,Liverpool,20/21
2321,18-10-2020,Leicester,0 - 1,Aston Villa,20/21
2322,23-10-2020,Aston Villa,0 - 3,Leeds,20/21
2323,01-11-2020,Aston Villa,3 - 4,Southampton,20/21
2324,08-11-2020,Arsenal,0 - 3,Aston Villa,20/21
2325,21-11-2020,Aston Villa,1 - 2,Brighton,20/21
2326,30-11-2020,West Ham,2 - 1,Aston Villa,20/21
2327,12-12-2020,Wolves,0 - 1,Aston Villa,20/21
2328,17-12-2020,Aston Villa,0 - 0,Burnley,20/21
2329,20-12-2020,West Brom,0 - 3,Aston Villa,20/21
2330,26-12-2020,Aston Villa,3 - 0,Crystal Palace,20/21
2331,28-12-2020,Chelsea,1 - 1,Aston Villa,20/21
2332,01-01-2021,Man United,2 - 1,Aston Villa,20/21
2333,20-01-2021,Man City,2 - 0,Aston Villa,20/21
2334,23-01-2021,Aston Villa,2 - 0,Newcastle,20/21
2335,27-01-2021,Burnley,3 - 2,Aston Villa,20/21
2336,30-01-2021,Southampton,0 - 1,Aston Villa,20/21
2337,03-02-2021,Aston Villa,1 - 3,West Ham,20/21
2338,06-02-2021,Aston Villa,1 - 0,Arsenal,20/21
2339,13-02-2021,Brighton,0 - 0,Aston Villa,20/21
2340,21-02-2021,Aston Villa,1 - 2,Leicester,20/21
2341,27-02-2021,Leeds,0 - 1,Aston Villa,20/21
2342,03-03-2021,Sheffield United,1 - 0,Aston Villa,20/21
2343,06-03-2021,Aston Villa,0 - 0,Wolves,20/21
2344,12-03-2021,Newcastle,1 - 1,Aston Villa,20/21
2345,21-03-2021,Aston Villa,0 - 2,Tottenham,20/21
2346,04-04-2021,Aston Villa,3 - 1,Fulham,20/21
2347,10-04-2021,Liverpool,2 - 1,Aston Villa,20/21
2348,21-04-2021,Aston Villa,1 - 2,Man City,20/21
2349,25-04-2021,Aston Villa,2 - 2,West Brom,20/21
2350,01-05-2021,Everton,1 - 2,Aston Villa,20/21
2351,09-05-2021,Aston Villa,1 - 3,Man United,20/21
2352,13-05-2021,Aston Villa,0 - 0,Everton,20/21
2353,16-05-2021,Crystal Palace,3 - 2,Aston Villa,20/21
2354,19-05-2021,Tottenham,1 - 2,Aston Villa,20/21
2355,23-05-2021,Aston Villa,2 - 1,Chelsea,20/21
2356,14-09-2020,Brighton,1 - 3,Chelsea,20/21
2357,20-09-2020,Newcastle,0 - 3,Brighton,20/21
2358,26-09-2020,Brighton,2 - 3,Man United,20/21
2359,03-10-2020,Everton,4 - 2,Brighton,20/21
2360,18-10-2020,Crystal Palace,1 - 1,Brighton,20/21
2361,26-10-2020,Brighton,1 - 1,West Brom,20/21
2362,01-11-2020,Tottenham,2 - 1,Brighton,20/21
2363,06-11-2020,Brighton,0 - 0,Burnley,20/21
2364,21-11-2020,Aston Villa,1 - 2,Brighton,20/21
2365,28-11-2020,Brighton,1 - 1,Liverpool,20/21
2366,07-12-2020,Brighton,1 - 2,Southampton,20/21
2367,13-12-2020,Leicester,3 - 0,Brighton,20/21
2368,16-12-2020,Fulham,0 - 0,Brighton,20/21
2369,20-12-2020,Brighton,1 - 1,Sheffield United,20/21
2370,27-12-2020,West Ham,2 - 2,Brighton,20/21
2371,29-12-2020,Brighton,0 - 1,Arsenal,20/21
2372,02-01-2021,Brighton,3 - 3,Wolves,20/21
2373,13-01-2021,Man City,1 - 0,Brighton,20/21
2374,16-01-2021,Leeds,0 - 1,Brighton,20/21
2375,27-01-2021,Brighton,0 - 0,Fulham,20/21
2376,31-01-2021,Brighton,1 - 0,Tottenham,20/21
2377,03-02-2021,Liverpool,0 - 1,Brighton,20/21
2378,06-02-2021,Burnley,1 - 1,Brighton,20/21
2379,13-02-2021,Brighton,0 - 0,Aston Villa,20/21
2380,22-02-2021,Brighton,1 - 2,Crystal Palace,20/21
2381,27-02-2021,West Brom,1 - 0,Brighton,20/21
2382,06-03-2021,Brighton,1 - 2,Leicester,20/21
2383,14-03-2021,Southampton,1 - 2,Brighton,20/21
2384,20-03-2021,Brighton,3 - 0,Newcastle,20/21
2385,04-04-2021,Man United,2 - 1,Brighton,20/21
2386,12-04-2021,Brighton,0 - 0,Everton,20/21
2387,20-04-2021,Chelsea,0 - 0,Brighton,20/21
2388,24-04-2021,Sheffield United,1 - 0,Brighton,20/21
2389,01-05-2021,Brighton,2 - 0,Leeds,20/21
2390,09-05-2021,Wolves,2 - 1,Brighton,20/21
2391,15-05-2021,Brighton,1 - 1,West Ham,20/21
2392,18-05-2021,Brighton,3 - 2,Man City,20/21
2393,23-05-2021,Arsenal,2 - 0,Brighton,20/21
2394,20-09-2020,Leicester,4 - 2,Burnley,20/21
2395,26-09-2020,Burnley,0 - 1,Southampton,20/21
2396,03-10-2020,Newcastle,3 - 1,Burnley,20/21
2397,19-10-2020,West Brom,0 - 0,Burnley,20/21
2398,26-10-2020,Burnley,0 - 1,Tottenham,20/21
2399,31-10-2020,Burnley,0 - 3,Chelsea,20/21
2400,06-11-2020,Brighton,0 - 0,Burnley,20/21
2401,23-11-2020,Burnley,1 - 0,Crystal Palace,20/21
2402,28-11-2020,Man City,5 - 0,Burnley,20/21
2403,05-12-2020,Burnley,1 - 1,Everton,20/21
2404,13-12-2020,Arsenal,0 - 1,Burnley,20/21
2405,17-12-2020,Aston Villa,0 - 0,Burnley,20/21
2406,21-12-2020,Burnley,2 - 1,Wolves,20/21
2407,27-12-2020,Leeds,1 - 0,Burnley,20/21
2408,29-12-2020,Burnley,1 - 0,Sheffield United,20/21
2409,12-01-2021,Burnley,0 - 1,Man United,20/21
2410,16-01-2021,West Ham,1 - 0,Burnley,20/21
2411,21-01-2021,Liverpool,0 - 1,Burnley,20/21
2412,27-01-2021,Burnley,3 - 2,Aston Villa,20/21
2413,31-01-2021,Chelsea,2 - 0,Burnley,20/21
2414,03-02-2021,Burnley,0 - 2,Man City,20/21
2415,06-02-2021,Burnley,1 - 1,Brighton,20/21
2416,13-02-2021,Crystal Palace,0 - 3,Burnley,20/21
2417,17-02-2021,Burnley,1 - 1,Fulham,20/21
2418,20-02-2021,Burnley,0 - 0,West Brom,20/21
2419,28-02-2021,Tottenham,4 - 0,Burnley,20/21
2420,03-03-2021,Burnley,1 - 1,Leicester,20/21
2421,06-03-2021,Burnley,1 - 1,Arsenal,20/21
2422,13-03-2021,Everton,1 - 2,Burnley,20/21
2423,04-04-2021,Southampton,3 - 2,Burnley,20/21
2424,11-04-2021,Burnley,1 - 2,Newcastle,20/21
2425,18-04-2021,Man United,3 - 1,Burnley,20/21
2426,25-04-2021,Wolves,0 - 4,Burnley,20/21
2427,03-05-2021,Burnley,1 - 2,West Ham,20/21
2428,10-05-2021,Fulham,0 - 2,Burnley,20/21
2429,15-05-2021,Burnley,0 - 4,Leeds,20/21
2430,19-05-2021,Burnley,0 - 3,Liverpool,20/21
2431,23-05-2021,Sheffield United,1 - 0,Burnley,20/21
2432,14-09-2020,Brighton,1 - 3,Chelsea,20/21
2433,20-09-2020,Chelsea,0 - 2,Liverpool,20/21
2434,26-09-2020,West Brom,3 - 3,Chelsea,20/21
2435,03-10-2020,Chelsea,4 - 0,Crystal Palace,20/21
2436,17-10-2020,Chelsea,3 - 3,Southampton,20/21
2437,24-10-2020,Man United,0 - 0,Chelsea,20/21
2438,31-10-2020,Burnley,0 - 3,Chelsea,20/21
2439,07-11-2020,Chelsea,4 - 1,Sheffield United,20/21
2440,21-11-2020,Newcastle,0 - 2,Chelsea,20/21
2441,29-11-2020,Chelsea,0 - 0,Tottenham,20/21
2442,05-12-2020,Chelsea,3 - 1,Leeds,20/21
2443,12-12-2020,Everton,1 - 0,Chelsea,20/21
2444,15-12-2020,Wolves,2 - 1,Chelsea,20/21
2445,21-12-2020,Chelsea,3 - 0,West Ham,20/21
2446,26-12-2020,Arsenal,3 - 1,Chelsea,20/21
2447,28-12-2020,Chelsea,1 - 1,Aston Villa,20/21
2448,03-01-2021,Chelsea,1 - 3,Man City,20/21
2449,16-01-2021,Fulham,0 - 1,Chelsea,20/21
2450,19-01-2021,Leicester,2 - 0,Chelsea,20/21
2451,27-01-2021,Chelsea,0 - 0,Wolves,20/21
2452,31-01-2021,Chelsea,2 - 0,Burnley,20/21
2453,04-02-2021,Tottenham,0 - 1,Chelsea,20/21
2454,07-02-2021,Sheffield United,1 - 2,Chelsea,20/21
2455,15-02-2021,Chelsea,2 - 0,Newcastle,20/21
2456,20-02-2021,Southampton,1 - 1,Chelsea,20/21
2457,28-02-2021,Chelsea,0 - 0,Man United,20/21
2458,04-03-2021,Liverpool,0 - 1,Chelsea,20/21
2459,08-03-2021,Chelsea,2 - 0,Everton,20/21
2460,13-03-2021,Leeds,0 - 0,Chelsea,20/21
2461,03-04-2021,Chelsea,2 - 5,West Brom,20/21
2462,10-04-2021,Crystal Palace,1 - 4,Chelsea,20/21
2463,20-04-2021,Chelsea,0 - 0,Brighton,20/21
2464,24-04-2021,West Ham,0 - 1,Chelsea,20/21
2465,01-05-2021,Chelsea,2 - 0,Fulham,20/21
2466,08-05-2021,Man City,1 - 2,Chelsea,20/21
2467,12-05-2021,Chelsea,0 - 1,Arsenal,20/21
2468,18-05-2021,Chelsea,2 - 1,Leicester,20/21
2469,23-05-2021,Aston Villa,2 - 1,Chelsea,20/21
2470,12-09-2020,Crystal Palace,1 - 0,Southampton,20/21
2471,19-09-2020,Man United,1 - 3,Crystal Palace,20/21
2472,26-09-2020,Crystal Palace,1 - 2,Everton,20/21
2473,03-10-2020,Chelsea,4 - 0,Crystal Palace,20/21
2474,18-10-2020,Crystal Palace,1 - 1,Brighton,20/21
2475,24-10-2020,Fulham,1 - 2,Crystal Palace,20/21
2476,30-10-2020,Wolves,2 - 0,Crystal Palace,20/21
2477,07-11-2020,Crystal Palace,4 - 1,Leeds,20/21
2478,23-11-2020,Burnley,1 - 0,Crystal Palace,20/21
2479,27-11-2020,Crystal Palace,0 - 2,Newcastle,20/21
2480,06-12-2020,West Brom,1 - 5,Crystal Palace,20/21
2481,13-12-2020,Crystal Palace,1 - 1,Tottenham,20/21
2482,16-12-2020,West Ham,1 - 1,Crystal Palace,20/21
2483,19-12-2020,Crystal Palace,0 - 7,Liverpool,20/21
2484,26-12-2020,Aston Villa,3 - 0,Crystal Palace,20/21
2485,28-12-2020,Crystal Palace,1 - 1,Leicester,20/21
2486,02-01-2021,Crystal Palace,2 - 0,Sheffield United,20/21
2487,14-01-2021,Arsenal,0 - 0,Crystal Palace,20/21
2488,17-01-2021,Man City,4 - 0,Crystal Palace,20/21
2489,26-01-2021,Crystal Palace,2 - 3,West Ham,20/21
2490,30-01-2021,Crystal Palace,1 - 0,Wolves,20/21
2491,02-02-2021,Newcastle,1 - 2,Crystal Palace,20/21
2492,08-02-2021,Leeds,2 - 0,Crystal Palace,20/21
2493,13-02-2021,Crystal Palace,0 - 3,Burnley,20/21
2494,22-02-2021,Brighton,1 - 2,Crystal Palace,20/21
2495,28-02-2021,Crystal Palace,0 - 0,Fulham,20/21
2496,03-03-2021,Crystal Palace,0 - 0,Man United,20/21
2497,07-03-2021,Tottenham,4 - 1,Crystal Palace,20/21
2498,13-03-2021,Crystal Palace,1 - 0,West Brom,20/21
2499,05-04-2021,Everton,1 - 1,Crystal Palace,20/21
2500,10-04-2021,Crystal Palace,1 - 4,Chelsea,20/21
2501,26-04-2021,Leicester,2 - 1,Crystal Palace,20/21
2502,01-05-2021,Crystal Palace,0 - 2,Man City,20/21
2503,08-05-2021,Sheffield United,0 - 2,Crystal Palace,20/21
2504,11-05-2021,Southampton,3 - 1,Crystal Palace,20/21
2505,16-05-2021,Crystal Palace,3 - 2,Aston Villa,20/21
2506,19-05-2021,Crystal Palace,1 - 3,Arsenal,20/21
2507,23-05-2021,Liverpool,2 - 0,Crystal Palace,20/21
2508,13-09-2020,Tottenham,0 - 1,Everton,20/21
2509,19-09-2020,Everton,5 - 2,West Brom,20/21
2510,26-09-2020,Crystal Palace,1 - 2,Everton,20/21
2511,03-10-2020,Everton,4 - 2,Brighton,20/21
2512,17-10-2020,Everton,2 - 2,Liverpool,20/21
2513,25-10-2020,Southampton,2 - 0,Everton,20/21
2514,01-11-2020,Newcastle,2 - 1,Everton,20/21
2515,07-11-2020,Everton,1 - 3,Man United,20/21
2516,22-11-2020,Fulham,2 - 3,Everton,20/21
2517,28-11-2020,Everton,0 - 1,Leeds,20/21
2518,05-12-2020,Burnley,1 - 1,Everton,20/21
2519,12-12-2020,Everton,1 - 0,Chelsea,20/21
2520,16-12-2020,Leicester,0 - 2,Everton,20/21
2521,19-12-2020,Everton,2 - 1,Arsenal,20/21
2522,26-12-2020,Sheffield United,0 - 1,Everton,20/21
2523,01-01-2021,Everton,0 - 1,West Ham,20/21
2524,12-01-2021,Wolves,1 - 2,Everton,20/21
2525,27-01-2021,Everton,1 - 1,Leicester,20/21
2526,30-01-2021,Everton,0 - 2,Newcastle,20/21
2527,03-02-2021,Leeds,1 - 2,Everton,20/21
2528,06-02-2021,Man United,3 - 3,Everton,20/21
2529,14-02-2021,Everton,0 - 2,Fulham,20/21
2530,17-02-2021,Everton,1 - 3,Man City,20/21
2531,20-02-2021,Liverpool,0 - 2,Everton,20/21
2532,01-03-2021,Everton,1 - 0,Southampton,20/21
2533,04-03-2021,West Brom,0 - 1,Everton,20/21
2534,08-03-2021,Chelsea,2 - 0,Everton,20/21
2535,13-03-2021,Everton,1 - 2,Burnley,20/21
2536,05-04-2021,Everton,1 - 1,Crystal Palace,20/21
2537,12-04-2021,Brighton,0 - 0,Everton,20/21
2538,16-04-2021,Everton,2 - 2,Tottenham,20/21
2539,23-04-2021,Arsenal,0 - 1,Everton,20/21
2540,01-05-2021,Everton,1 - 2,Aston Villa,20/21
2541,09-05-2021,West Ham,0 - 1,Everton,20/21
2542,13-05-2021,Aston Villa,0 - 0,Everton,20/21
2543,16-05-2021,Everton,0 - 1,Sheffield United,20/21
2544,19-05-2021,Everton,1 - 0,Wolves,20/21
2545,23-05-2021,Man City,5 - 0,Everton,20/21
2546,12-09-2020,Fulham,0 - 3,Arsenal,20/21
2547,19-09-2020,Leeds,4 - 3,Fulham,20/21
2548,28-09-2020,Fulham,0 - 3,Aston Villa,20/21
2549,04-10-2020,Wolves,1 - 0,Fulham,20/21
2550,18-10-2020,Sheffield United,1 - 1,Fulham,20/21
2551,24-10-2020,Fulham,1 - 2,Crystal Palace,20/21
2552,02-11-2020,Fulham,2 - 0,West Brom,20/21
2553,07-11-2020,West Ham,1 - 0,Fulham,20/21
2554,22-11-2020,Fulham,2 - 3,Everton,20/21
2555,30-11-2020,Leicester,1 - 2,Fulham,20/21
2556,05-12-2020,Man City,2 - 0,Fulham,20/21
2557,13-12-2020,Fulham,1 - 1,Liverpool,20/21
2558,16-12-2020,Fulham,0 - 0,Brighton,20/21
2559,19-12-2020,Newcastle,1 - 1,Fulham,20/21
2560,26-12-2020,Fulham,0 - 0,Southampton,20/21
2561,13-01-2021,Tottenham,1 - 1,Fulham,20/21
2562,16-01-2021,Fulham,0 - 1,Chelsea,20/21
2563,20-01-2021,Fulham,1 - 2,Man United,20/21
2564,27-01-2021,Brighton,0 - 0,Fulham,20/21
2565,30-01-2021,West Brom,2 - 2,Fulham,20/21
2566,03-02-2021,Fulham,0 - 2,Leicester,20/21
2567,06-02-2021,Fulham,0 - 0,West Ham,20/21
2568,14-02-2021,Everton,0 - 2,Fulham,20/21
2569,17-02-2021,Burnley,1 - 1,Fulham,20/21
2570,20-02-2021,Fulham,1 - 0,Sheffield United,20/21
2571,28-02-2021,Crystal Palace,0 - 0,Fulham,20/21
2572,04-03-2021,Fulham,0 - 1,Tottenham,20/21
2573,07-03-2021,Liverpool,0 - 1,Fulham,20/21
2574,13-03-2021,Fulham,0 - 3,Man City,20/21
2575,19-03-2021,Fulham,1 - 2,Leeds,20/21
2576,04-04-2021,Aston Villa,3 - 1,Fulham,20/21
2577,09-04-2021,Fulham,0 - 1,Wolves,20/21
2578,18-04-2021,Arsenal,1 - 1,Fulham,20/21
2579,01-05-2021,Chelsea,2 - 0,Fulham,20/21
2580,10-05-2021,Fulham,0 - 2,Burnley,20/21
2581,15-05-2021,Southampton,3 - 1,Fulham,20/21
2582,18-05-2021,Man United,1 - 1,Fulham,20/21
2583,23-05-2021,Fulham,0 - 2,Newcastle,20/21
2584,12-09-2020,Liverpool,4 - 3,Leeds,20/21
2585,19-09-2020,Leeds,4 - 3,Fulham,20/21
2586,27-09-2020,Sheffield United,0 - 1,Leeds,20/21
2587,03-10-2020,Leeds,1 - 1,Man City,20/21
2588,19-10-2020,Leeds,0 - 1,Wolves,20/21
2589,23-10-2020,Aston Villa,0 - 3,Leeds,20/21
2590,02-11-2020,Leeds,1 - 4,Leicester,20/21
2591,07-11-2020,Crystal Palace,4 - 1,Leeds,20/21
2592,22-11-2020,Leeds,0 - 0,Arsenal,20/21
2593,28-11-2020,Everton,0 - 1,Leeds,20/21
2594,05-12-2020,Chelsea,3 - 1,Leeds,20/21
2595,11-12-2020,Leeds,1 - 2,West Ham,20/21
2596,16-12-2020,Leeds,5 - 2,Newcastle,20/21
2597,20-12-2020,Man United,6 - 2,Leeds,20/21
2598,27-12-2020,Leeds,1 - 0,Burnley,20/21
2599,29-12-2020,West Brom,0 - 5,Leeds,20/21
2600,02-01-2021,Tottenham,3 - 0,Leeds,20/21
2601,16-01-2021,Leeds,0 - 1,Brighton,20/21
2602,26-01-2021,Newcastle,1 - 2,Leeds,20/21
2603,31-01-2021,Leicester,1 - 3,Leeds,20/21
2604,03-02-2021,Leeds,1 - 2,Everton,20/21
2605,08-02-2021,Leeds,2 - 0,Crystal Palace,20/21
2606,14-02-2021,Arsenal,4 - 2,Leeds,20/21
2607,19-02-2021,Wolves,1 - 0,Leeds,20/21
2608,23-02-2021,Leeds,3 - 0,Southampton,20/21
2609,27-02-2021,Leeds,0 - 1,Aston Villa,20/21
2610,08-03-2021,West Ham,2 - 0,Leeds,20/21
2611,13-03-2021,Leeds,0 - 0,Chelsea,20/21
2612,19-03-2021,Fulham,1 - 2,Leeds,20/21
2613,03-04-2021,Leeds,2 - 1,Sheffield United,20/21
2614,10-04-2021,Man City,1 - 2,Leeds,20/21
2615,19-04-2021,Leeds,1 - 1,Liverpool,20/21
2616,25-04-2021,Leeds,0 - 0,Man United,20/21
2617,01-05-2021,Brighton,2 - 0,Leeds,20/21
2618,08-05-2021,Leeds,3 - 1,Tottenham,20/21
2619,15-05-2021,Burnley,0 - 4,Leeds,20/21
2620,18-05-2021,Southampton,0 - 2,Leeds,20/21
2621,23-05-2021,Leeds,3 - 1,West Brom,20/21
2622,13-09-2020,West Brom,0 - 3,Leicester,20/21
2623,20-09-2020,Leicester,4 - 2,Burnley,20/21
2624,27-09-2020,Man City,2 - 5,Leicester,20/21
2625,04-10-2020,Leicester,0 - 3,West Ham,20/21
2626,18-10-2020,Leicester,0 - 1,Aston Villa,20/21
2627,25-10-2020,Arsenal,0 - 1,Leicester,20/21
2628,02-11-2020,Leeds,1 - 4,Leicester,20/21
2629,08-11-2020,Leicester,1 - 0,Wolves,20/21
2630,22-11-2020,Liverpool,3 - 0,Leicester,20/21
2631,30-11-2020,Leicester,1 - 2,Fulham,20/21
2632,06-12-2020,Sheffield United,1 - 2,Leicester,20/21
2633,13-12-2020,Leicester,3 - 0,Brighton,20/21
2634,16-12-2020,Leicester,0 - 2,Everton,20/21
2635,20-12-2020,Tottenham,0 - 2,Leicester,20/21
2636,26-12-2020,Leicester,2 - 2,Man United,20/21
2637,28-12-2020,Crystal Palace,1 - 1,Leicester,20/21
2638,03-01-2021,Newcastle,1 - 2,Leicester,20/21
2639,16-01-2021,Leicester,2 - 0,Southampton,20/21
2640,19-01-2021,Leicester,2 - 0,Chelsea,20/21
2641,27-01-2021,Everton,1 - 1,Leicester,20/21
2642,31-01-2021,Leicester,1 - 3,Leeds,20/21
2643,03-02-2021,Fulham,0 - 2,Leicester,20/21
2644,07-02-2021,Wolves,0 - 0,Leicester,20/21
2645,13-02-2021,Leicester,3 - 1,Liverpool,20/21
2646,21-02-2021,Aston Villa,1 - 2,Leicester,20/21
2647,28-02-2021,Leicester,1 - 3,Arsenal,20/21
2648,03-03-2021,Burnley,1 - 1,Leicester,20/21
2649,06-03-2021,Brighton,1 - 2,Leicester,20/21
2650,14-03-2021,Leicester,5 - 0,Sheffield United,20/21
2651,03-04-2021,Leicester,0 - 2,Man City,20/21
2652,11-04-2021,West Ham,3 - 2,Leicester,20/21
2653,22-04-2021,Leicester,3 - 0,West Brom,20/21
2654,26-04-2021,Leicester,2 - 1,Crystal Palace,20/21
2655,30-04-2021,Southampton,1 - 1,Leicester,20/21
2656,07-05-2021,Leicester,2 - 4,Newcastle,20/21
2657,11-05-2021,Man United,1 - 2,Leicester,20/21
2658,18-05-2021,Chelsea,2 - 1,Leicester,20/21
2659,23-05-2021,Leicester,2 - 4,Tottenham,20/21
2660,12-09-2020,Liverpool,4 - 3,Leeds,20/21
2661,20-09-2020,Chelsea,0 - 2,Liverpool,20/21
2662,28-09-2020,Liverpool,3 - 1,Arsenal,20/21
2663,04-10-2020,Aston Villa,7 - 2,Liverpool,20/21
2664,17-10-2020,Everton,2 - 2,Liverpool,20/21
2665,24-10-2020,Liverpool,2 - 1,Sheffield United,20/21
2666,31-10-2020,Liverpool,2 - 1,West Ham,20/21
2667,08-11-2020,Man City,1 - 1,Liverpool,20/21
2668,22-11-2020,Liverpool,3 - 0,Leicester,20/21
2669,28-11-2020,Brighton,1 - 1,Liverpool,20/21
2670,06-12-2020,Liverpool,4 - 0,Wolves,20/21
2671,13-12-2020,Fulham,1 - 1,Liverpool,20/21
2672,16-12-2020,Liverpool,2 - 1,Tottenham,20/21
2673,19-12-2020,Crystal Palace,0 - 7,Liverpool,20/21
2674,27-12-2020,Liverpool,1 - 1,West Brom,20/21
2675,30-12-2020,Newcastle,0 - 0,Liverpool,20/21
2676,04-01-2021,Southampton,1 - 0,Liverpool,20/21
2677,17-01-2021,Liverpool,0 - 0,Man United,20/21
2678,21-01-2021,Liverpool,0 - 1,Burnley,20/21
2679,28-01-2021,Tottenham,1 - 3,Liverpool,20/21
2680,31-01-2021,West Ham,1 - 3,Liverpool,20/21
2681,03-02-2021,Liverpool,0 - 1,Brighton,20/21
2682,07-02-2021,Liverpool,1 - 4,Man City,20/21
2683,13-02-2021,Leicester,3 - 1,Liverpool,20/21
2684,20-02-2021,Liverpool,0 - 2,Everton,20/21
2685,28-02-2021,Sheffield United,0 - 2,Liverpool,20/21
2686,04-03-2021,Liverpool,0 - 1,Chelsea,20/21
2687,07-03-2021,Liverpool,0 - 1,Fulham,20/21
2688,15-03-2021,Wolves,0 - 1,Liverpool,20/21
2689,03-04-2021,Arsenal,0 - 3,Liverpool,20/21
2690,10-04-2021,Liverpool,2 - 1,Aston Villa,20/21
2691,19-04-2021,Leeds,1 - 1,Liverpool,20/21
2692,24-04-2021,Liverpool,1 - 1,Newcastle,20/21
2693,08-05-2021,Liverpool,2 - 0,Southampton,20/21
2694,13-05-2021,Man United,2 - 4,Liverpool,20/21
2695,16-05-2021,West Brom,1 - 2,Liverpool,20/21
2696,19-05-2021,Burnley,0 - 3,Liverpool,20/21
2697,23-05-2021,Liverpool,2 - 0,Crystal Palace,20/21
2698,21-09-2020,Wolves,1 - 3,Man City,20/21
2699,27-09-2020,Man City,2 - 5,Leicester,20/21
2700,03-10-2020,Leeds,1 - 1,Man City,20/21
2701,17-10-2020,Man City,1 - 0,Arsenal,20/21
2702,24-10-2020,West Ham,1 - 1,Man City,20/21
2703,31-10-2020,Sheffield United,0 - 1,Man City,20/21
2704,08-11-2020,Man City,1 - 1,Liverpool,20/21
2705,21-11-2020,Tottenham,2 - 0,Man City,20/21
2706,28-11-2020,Man City,5 - 0,Burnley,20/21
2707,05-12-2020,Man City,2 - 0,Fulham,20/21
2708,12-12-2020,Man United,0 - 0,Man City,20/21
2709,15-12-2020,Man City,1 - 1,West Brom,20/21
2710,19-12-2020,Southampton,0 - 1,Man City,20/21
2711,26-12-2020,Man City,2 - 0,Newcastle,20/21
2712,03-01-2021,Chelsea,1 - 3,Man City,20/21
2713,13-01-2021,Man City,1 - 0,Brighton,20/21
2714,17-01-2021,Man City,4 - 0,Crystal Palace,20/21
2715,20-01-2021,Man City,2 - 0,Aston Villa,20/21
2716,26-01-2021,West Brom,0 - 5,Man City,20/21
2717,30-01-2021,Man City,1 - 0,Sheffield United,20/21
2718,03-02-2021,Burnley,0 - 2,Man City,20/21
2719,07-02-2021,Liverpool,1 - 4,Man City,20/21
2720,13-02-2021,Man City,3 - 0,Tottenham,20/21
2721,17-02-2021,Everton,1 - 3,Man City,20/21
2722,21-02-2021,Arsenal,0 - 1,Man City,20/21
2723,27-02-2021,Man City,2 - 1,West Ham,20/21
2724,02-03-2021,Man City,4 - 1,Wolves,20/21
2725,07-03-2021,Man City,0 - 2,Man United,20/21
2726,10-03-2021,Man City,5 - 2,Southampton,20/21
2727,13-03-2021,Fulham,0 - 3,Man City,20/21
2728,03-04-2021,Leicester,0 - 2,Man City,20/21
2729,10-04-2021,Man City,1 - 2,Leeds,20/21
2730,21-04-2021,Aston Villa,1 - 2,Man City,20/21
2731,01-05-2021,Crystal Palace,0 - 2,Man City,20/21
2732,08-05-2021,Man City,1 - 2,Chelsea,20/21
2733,14-05-2021,Newcastle,3 - 4,Man City,20/21
2734,18-05-2021,Brighton,3 - 2,Man City,20/21
2735,23-05-2021,Man City,5 - 0,Everton,20/21
2736,19-09-2020,Man United,1 - 3,Crystal Palace,20/21
2737,26-09-2020,Brighton,2 - 3,Man United,20/21
2738,04-10-2020,Man United,1 - 6,Tottenham,20/21
2739,17-10-2020,Newcastle,1 - 4,Man United,20/21
2740,24-10-2020,Man United,0 - 0,Chelsea,20/21
2741,01-11-2020,Man United,0 - 1,Arsenal,20/21
2742,07-11-2020,Everton,1 - 3,Man United,20/21
