,date,home_team,score,away_team,season
1377,27-10-2018,Ath Bilbao,0 - 0,Valencia,18/19
1378,03-11-2018,Valencia,0 - 1,Girona,18/19
1379,10-11-2018,Getafe,0 - 1,Valencia,18/19
1380,24-11-2018,Valencia,3 - 0,Vallecano,18/19
1381,01-12-2018,Real Madrid,2 - 0,Valencia,18/19
1382,08-12-2018,Valencia,1 - 1,Sevilla,18/19
1383,15-12-2018,Eibar,1 - 1,Valencia,18/19
1384,23-12-2018,Valencia,2 - 1,Huesca,18/19
1385,05-01-2019,Alaves,2 - 1,Valencia,18/19
1386,12-01-2019,Valencia,1 - 1,Valladolid,18/19
1387,19-01-2019,Celta,1 - 2,Valencia,18/19
1388,26-01-2019,Valencia,3 - 0,Villarreal,18/19
1389,02-02-2019,Barcelona,2 - 2,Valencia,18/19
1390,10-02-2019,Valencia,0 - 0,Sociedad,18/19
1391,17-02-2019,Valencia,0 - 0,Espanol,18/19
1392,24-02-2019,Leganes,1 - 1,Valencia,18/19
1393,03-03-2019,Valencia,2 - 0,Ath Bilbao,18/19
1394,10-03-2019,Girona,2 - 3,Valencia,18/19
1395,17-03-2019,Valencia,0 - 0,Getafe,18/19
1396,31-03-2019,Sevilla,0 - 1,Valencia,18/19
1397,03-04-2019,Valencia,2 - 1,Real Madrid,18/19
1398,06-04-2019,Vallecano,2 - 0,Valencia,18/19
1399,14-04-2019,Valencia,3 - 1,Levante,18/19
1400,21-04-2019,Betis,1 - 2,Valencia,18/19
1401,24-04-2019,Ath Madrid,3 - 2,Valencia,18/19
1402,28-04-2019,Valencia,0 - 1,Eibar,18/19
1403,05-05-2019,Huesca,2 - 6,Valencia,18/19
1404,12-05-2019,Valencia,3 - 1,Alaves,18/19
1405,18-05-2019,Valladolid,0 - 2,Valencia,18/19
1406,17-08-2018,Girona,0 - 0,Valladolid,18/19
1407,25-08-2018,Valladolid,0 - 1,Barcelona,18/19
1408,31-08-2018,Getafe,0 - 0,Valladolid,18/19
1409,16-09-2018,Valladolid,0 - 1,Alaves,18/19
1410,22-09-2018,Celta,3 - 3,Valladolid,18/19
1411,27-09-2018,Valladolid,2 - 1,Levante,18/19
1412,30-09-2018,Villarreal,0 - 1,Valladolid,18/19
1413,07-10-2018,Valladolid,1 - 0,Huesca,18/19
1414,21-10-2018,Betis,0 - 1,Valladolid,18/19
1415,26-10-2018,Valladolid,1 - 1,Espanol,18/19
1416,03-11-2018,Real Madrid,2 - 0,Valladolid,18/19
1417,10-11-2018,Valladolid,0 - 0,Eibar,18/19
1418,25-11-2018,Sevilla,1 - 0,Valladolid,18/19
1419,01-12-2018,Valladolid,2 - 4,Leganes,18/19
1420,09-12-2018,Sociedad,1 - 2,Valladolid,18/19
1421,15-12-2018,Valladolid,2 - 3,Ath Madrid,18/19
1422,22-12-2018,Ath Bilbao,1 - 1,Valladolid,18/19
1423,05-01-2019,Valladolid,0 - 1,Vallecano,18/19
1424,12-01-2019,Valencia,1 - 1,Valladolid,18/19
1425,20-01-2019,Levante,2 - 0,Valladolid,18/19
1426,27-01-2019,Valladolid,2 - 1,Celta,18/19
1427,01-02-2019,Huesca,4 - 0,Valladolid,18/19
1428,08-02-2019,Valladolid,0 - 0,Villarreal,18/19
1429,16-02-2019,Barcelona,1 - 0,Valladolid,18/19
1430,24-02-2019,Valladolid,0 - 2,Betis,18/19
1431,02-03-2019,Espanol,3 - 1,Valladolid,18/19
1432,10-03-2019,Valladolid,1 - 4,Real Madrid,18/19
1433,17-03-2019,Eibar,1 - 2,Valladolid,18/19
1434,31-03-2019,Valladolid,1 - 1,Sociedad,18/19
1435,04-04-2019,Leganes,1 - 0,Valladolid,18/19
1436,07-04-2019,Valladolid,0 - 2,Sevilla,18/19
1437,14-04-2019,Valladolid,2 - 2,Getafe,18/19
1438,19-04-2019,Alaves,2 - 2,Valladolid,18/19
1439,23-04-2019,Valladolid,1 - 0,Girona,18/19
1440,27-04-2019,Ath Madrid,1 - 0,Valladolid,18/19
1441,05-05-2019,Valladolid,1 - 0,Ath Bilbao,18/19
1442,12-05-2019,Vallecano,1 - 2,Valladolid,18/19
1443,18-05-2019,Valladolid,0 - 2,Valencia,18/19
1444,19-08-2018,Vallecano,1 - 4,Sevilla,18/19
1445,25-08-2018,Ath Madrid,1 - 0,Vallecano,18/19
1446,14-09-2018,Huesca,0 - 1,Vallecano,18/19
1447,22-09-2018,Vallecano,1 - 5,Alaves,18/19
1448,25-09-2018,Sociedad,2 - 2,Vallecano,18/19
1449,28-09-2018,Vallecano,2 - 2,Espanol,18/19
1450,06-10-2018,Leganes,1 - 0,Vallecano,18/19
1451,21-10-2018,Vallecano,1 - 2,Getafe,18/19
1452,24-10-2018,Vallecano,1 - 1,Ath Bilbao,18/19
1453,27-10-2018,Girona,2 - 1,Vallecano,18/19
1454,03-11-2018,Vallecano,2 - 3,Barcelona,18/19
1455,11-11-2018,Vallecano,2 - 2,Villarreal,18/19
1456,24-11-2018,Valencia,3 - 0,Vallecano,18/19
1457,30-11-2018,Vallecano,1 - 0,Eibar,18/19
1458,09-12-2018,Betis,2 - 0,Vallecano,18/19
1459,15-12-2018,Real Madrid,1 - 0,Vallecano,18/19
1460,23-12-2018,Vallecano,2 - 1,Levante,18/19
1461,05-01-2019,Valladolid,0 - 1,Vallecano,18/19
1462,11-01-2019,Vallecano,4 - 2,Celta,18/19
1463,20-01-2019,Vallecano,2 - 2,Sociedad,18/19
1464,28-01-2019,Alaves,0 - 1,Vallecano,18/19
1465,04-02-2019,Vallecano,1 - 2,Leganes,18/19
1466,09-02-2019,Espanol,2 - 1,Vallecano,18/19
1467,16-02-2019,Vallecano,0 - 1,Ath Madrid,18/19
1468,23-02-2019,Getafe,2 - 1,Vallecano,18/19
1469,01-03-2019,Vallecano,0 - 2,Girona,18/19
1470,09-03-2019,Barcelona,3 - 1,Vallecano,18/19
1471,17-03-2019,Villarreal,3 - 1,Vallecano,18/19
1472,31-03-2019,Vallecano,1 - 1,Betis,18/19
1473,03-04-2019,Eibar,2 - 1,Vallecano,18/19
1474,06-04-2019,Vallecano,2 - 0,Valencia,18/19
1475,14-04-2019,Ath Bilbao,3 - 2,Vallecano,18/19
1476,20-04-2019,Vallecano,0 - 0,Huesca,18/19
1477,25-04-2019,Sevilla,5 - 0,Vallecano,18/19
1478,28-04-2019,Vallecano,1 - 0,Real Madrid,18/19
1479,04-05-2019,Levante,4 - 1,Vallecano,18/19
1480,12-05-2019,Vallecano,1 - 2,Valladolid,18/19
1481,18-05-2019,Celta,2 - 2,Vallecano,18/19
1482,18-08-2018,Villarreal,1 - 2,Sociedad,18/19
1483,26-08-2018,Sevilla,0 - 0,Villarreal,18/19
1484,31-08-2018,Villarreal,0 - 1,Girona,18/19
1485,16-09-2018,Leganes,0 - 1,Villarreal,18/19
1486,23-09-2018,Villarreal,0 - 0,Valencia,18/19
1487,26-09-2018,Ath Bilbao,0 - 3,Villarreal,18/19
1488,30-09-2018,Villarreal,0 - 1,Valladolid,18/19
1489,07-10-2018,Espanol,3 - 1,Villarreal,18/19
1490,20-10-2018,Villarreal,1 - 1,Ath Madrid,18/19
1491,28-10-2018,Alaves,2 - 1,Villarreal,18/19
1492,04-11-2018,Villarreal,1 - 1,Levante,18/19
1493,11-11-2018,Vallecano,2 - 2,Villarreal,18/19
1494,25-11-2018,Villarreal,2 - 1,Betis,18/19
1495,02-12-2018,Barcelona,2 - 0,Villarreal,18/19
1496,08-12-2018,Villarreal,2 - 3,Celta,18/19
1497,16-12-2018,Huesca,2 - 2,Villarreal,18/19
1498,03-01-2019,Villarreal,2 - 2,Real Madrid,18/19
1499,06-01-2019,Eibar,0 - 0,Villarreal,18/19
1500,12-01-2019,Villarreal,1 - 2,Getafe,18/19
1501,20-01-2019,Villarreal,1 - 1,Ath Bilbao,18/19
1502,26-01-2019,Valencia,3 - 0,Villarreal,18/19
1503,03-02-2019,Villarreal,2 - 2,Espanol,18/19
1504,08-02-2019,Valladolid,0 - 0,Villarreal,18/19
1505,17-02-2019,Villarreal,3 - 0,Sevilla,18/19
1506,24-02-2019,Ath Madrid,2 - 0,Villarreal,18/19
1507,02-03-2019,Villarreal,1 - 2,Alaves,18/19
1508,10-03-2019,Levante,0 - 2,Villarreal,18/19
1509,17-03-2019,Villarreal,3 - 1,Vallecano,18/19
1510,30-03-2019,Celta,3 - 2,Villarreal,18/19
1511,02-04-2019,Villarreal,4 - 4,Barcelona,18/19
1512,07-04-2019,Betis,2 - 1,Villarreal,18/19
1513,14-04-2019,Girona,0 - 1,Villarreal,18/19
1514,21-04-2019,Villarreal,2 - 1,Leganes,18/19
1515,25-04-2019,Sociedad,0 - 1,Villarreal,18/19
1516,28-04-2019,Villarreal,1 - 1,Huesca,18/19
1517,05-05-2019,Real Madrid,3 - 2,Villarreal,18/19
1518,12-05-2019,Villarreal,1 - 0,Eibar,18/19
1519,18-05-2019,Getafe,2 - 2,Villarreal,18/19
1520,18-08-2019,Alaves,1 - 0,Levante,19/20
1521,25-08-2019,Alaves,0 - 0,Espanol,19/20
1522,31-08-2019,Getafe,1 - 1,Alaves,19/20
1523,15-09-2019,Alaves,0 - 1,Sevilla,19/20
1524,22-09-2019,Ath Bilbao,2 - 0,Alaves,19/20
1525,26-09-2019,Sociedad,3 - 0,Alaves,19/20
1526,29-09-2019,Alaves,2 - 0,Mallorca,19/20
1527,05-10-2019,Valencia,2 - 1,Alaves,19/20
1528,20-10-2019,Alaves,2 - 0,Celta,19/20
1529,25-10-2019,Villarreal,4 - 1,Alaves,19/20
1530,29-10-2019,Alaves,1 - 1,Ath Madrid,19/20
1531,03-11-2019,Osasuna,4 - 2,Alaves,19/20
1532,09-11-2019,Alaves,3 - 0,Valladolid,19/20
1533,24-11-2019,Eibar,0 - 2,Alaves,19/20
1534,30-11-2019,Alaves,1 - 2,Real Madrid,19/20
1535,07-12-2019,Granada,3 - 0,Alaves,19/20
1536,13-12-2019,Alaves,1 - 1,Leganes,19/20
1537,21-12-2019,Barcelona,4 - 1,Alaves,19/20
1538,05-01-2020,Alaves,1 - 1,Betis,19/20
1539,18-01-2020,Levante,0 - 1,Alaves,19/20
1540,25-01-2020,Alaves,1 - 2,Villarreal,19/20
1541,02-02-2020,Sevilla,1 - 1,Alaves,19/20
1542,07-02-2020,Alaves,2 - 1,Eibar,19/20
1543,15-02-2020,Mallorca,1 - 0,Alaves,19/20
1544,23-02-2020,Alaves,2 - 1,Ath Bilbao,19/20
1545,29-02-2020,Leganes,1 - 1,Alaves,19/20
1546,06-03-2020,Alaves,1 - 1,Valencia,19/20
1547,13-06-2020,Espanol,2 - 0,Alaves,19/20
1548,18-06-2020,Alaves,2 - 0,Sociedad,19/20
1549,21-06-2020,Celta,6 - 0,Alaves,19/20
1550,24-06-2020,Alaves,0 - 1,Osasuna,19/20
1551,27-06-2020,Ath Madrid,2 - 1,Alaves,19/20
1552,01-07-2020,Alaves,0 - 2,Granada,19/20
1553,04-07-2020,Valladolid,1 - 0,Alaves,19/20
1554,10-07-2020,Real Madrid,2 - 0,Alaves,19/20
1555,13-07-2020,Alaves,0 - 0,Getafe,19/20
1556,16-07-2020,Betis,1 - 2,Alaves,19/20
1557,19-07-2020,Alaves,0 - 5,Barcelona,19/20
1558,16-08-2019,Ath Bilbao,1 - 0,Barcelona,19/20
1559,24-08-2019,Getafe,1 - 1,Ath Bilbao,19/20
1560,30-08-2019,Ath Bilbao,2 - 0,Sociedad,19/20
1561,13-09-2019,Mallorca,0 - 0,Ath Bilbao,19/20
1562,22-09-2019,Ath Bilbao,2 - 0,Alaves,19/20
1563,25-09-2019,Leganes,1 - 1,Ath Bilbao,19/20
1564,28-09-2019,Ath Bilbao,0 - 1,Valencia,19/20
1565,06-10-2019,Celta,1 - 0,Ath Bilbao,19/20
1566,20-10-2019,Ath Bilbao,1 - 1,Valladolid,19/20
1567,26-10-2019,Ath Madrid,2 - 0,Ath Bilbao,19/20
1568,30-10-2019,Ath Bilbao,3 - 0,Espanol,19/20
1569,03-11-2019,Villarreal,0 - 0,Ath Bilbao,19/20
1570,10-11-2019,Ath Bilbao,2 - 1,Levante,19/20
1571,24-11-2019,Osasuna,1 - 2,Ath Bilbao,19/20
1572,01-12-2019,Ath Bilbao,2 - 0,Granada,19/20
1573,08-12-2019,Betis,3 - 2,Ath Bilbao,19/20
1574,14-12-2019,Ath Bilbao,0 - 0,Eibar,19/20
1575,22-12-2019,Real Madrid,0 - 0,Ath Bilbao,19/20
1576,03-01-2020,Sevilla,1 - 1,Ath Bilbao,19/20
1577,19-01-2020,Ath Bilbao,1 - 1,Celta,19/20
1578,25-01-2020,Espanol,1 - 1,Ath Bilbao,19/20
1579,02-02-2020,Ath Bilbao,0 - 2,Getafe,19/20
1580,09-02-2020,Sociedad,2 - 1,Ath Bilbao,19/20
1581,16-02-2020,Ath Bilbao,0 - 1,Osasuna,19/20
1582,23-02-2020,Alaves,2 - 1,Ath Bilbao,19/20
1583,01-03-2020,Ath Bilbao,1 - 0,Villarreal,19/20
1584,08-03-2020,Valladolid,1 - 4,Ath Bilbao,19/20
1585,14-06-2020,Ath Bilbao,1 - 1,Ath Madrid,19/20
1586,17-06-2020,Eibar,2 - 2,Ath Bilbao,19/20
1587,20-06-2020,Ath Bilbao,1 - 0,Betis,19/20
1588,23-06-2020,Barcelona,1 - 0,Ath Bilbao,19/20
1589,27-06-2020,Ath Bilbao,3 - 1,Mallorca,19/20
1590,01-07-2020,Valencia,0 - 2,Ath Bilbao,19/20
1591,05-07-2020,Ath Bilbao,0 - 1,Real Madrid,19/20
1592,09-07-2020,Ath Bilbao,1 - 2,Sevilla,19/20
1593,12-07-2020,Levante,1 - 2,Ath Bilbao,19/20
1594,16-07-2020,Ath Bilbao,0 - 2,Leganes,19/20
1595,19-07-2020,Granada,4 - 0,Ath Bilbao,19/20
1596,18-08-2019,Ath Madrid,1 - 0,Getafe,19/20
1597,25-08-2019,Leganes,0 - 1,Ath Madrid,19/20
1598,01-09-2019,Ath Madrid,3 - 2,Eibar,19/20
1599,14-09-2019,Sociedad,2 - 0,Ath Madrid,19/20
1600,21-09-2019,Ath Madrid,0 - 0,Celta,19/20
1601,25-09-2019,Mallorca,0 - 2,Ath Madrid,19/20
1602,28-09-2019,Ath Madrid,0 - 0,Real Madrid,19/20
1603,06-10-2019,Valladolid,0 - 0,Ath Madrid,19/20
1604,19-10-2019,Ath Madrid,1 - 1,Valencia,19/20
1605,26-10-2019,Ath Madrid,2 - 0,Ath Bilbao,19/20
1606,29-10-2019,Alaves,1 - 1,Ath Madrid,19/20
1607,02-11-2019,Sevilla,1 - 1,Ath Madrid,19/20
1608,10-11-2019,Ath Madrid,3 - 1,Espanol,19/20
1609,23-11-2019,Granada,1 - 1,Ath Madrid,19/20
1610,01-12-2019,Ath Madrid,0 - 1,Barcelona,19/20
1611,06-12-2019,Villarreal,0 - 0,Ath Madrid,19/20
1612,14-12-2019,Ath Madrid,2 - 0,Osasuna,19/20
1613,22-12-2019,Betis,1 - 2,Ath Madrid,19/20
1614,04-01-2020,Ath Madrid,2 - 1,Levante,19/20
1615,18-01-2020,Eibar,2 - 0,Ath Madrid,19/20
1616,26-01-2020,Ath Madrid,0 - 0,Leganes,19/20
1617,01-02-2020,Real Madrid,1 - 0,Ath Madrid,19/20
1618,08-02-2020,Ath Madrid,1 - 0,Granada,19/20
1619,14-02-2020,Valencia,2 - 2,Ath Madrid,19/20
1620,23-02-2020,Ath Madrid,3 - 1,Villarreal,19/20
1621,01-03-2020,Espanol,1 - 1,Ath Madrid,19/20
1622,07-03-2020,Ath Madrid,2 - 2,Sevilla,19/20
1623,14-06-2020,Ath Bilbao,1 - 1,Ath Madrid,19/20
1624,17-06-2020,Osasuna,0 - 5,Ath Madrid,19/20
1625,20-06-2020,Ath Madrid,1 - 0,Valladolid,19/20
1626,23-06-2020,Levante,0 - 1,Ath Madrid,19/20
1627,27-06-2020,Ath Madrid,2 - 1,Alaves,19/20
1628,30-06-2020,Barcelona,2 - 2,Ath Madrid,19/20
1629,03-07-2020,Ath Madrid,3 - 0,Mallorca,19/20
1630,07-07-2020,Celta,1 - 1,Ath Madrid,19/20
1631,11-07-2020,Ath Madrid,1 - 0,Betis,19/20
1632,16-07-2020,Getafe,0 - 2,Ath Madrid,19/20
1633,19-07-2020,Ath Madrid,1 - 1,Sociedad,19/20
1634,16-08-2019,Ath Bilbao,1 - 0,Barcelona,19/20
1635,25-08-2019,Barcelona,5 - 2,Betis,19/20
1636,31-08-2019,Osasuna,2 - 2,Barcelona,19/20
1637,14-09-2019,Barcelona,5 - 2,Valencia,19/20
1638,21-09-2019,Granada,2 - 0,Barcelona,19/20
1639,24-09-2019,Barcelona,2 - 1,Villarreal,19/20
1640,28-09-2019,Getafe,0 - 2,Barcelona,19/20
1641,06-10-2019,Barcelona,4 - 0,Sevilla,19/20
1642,19-10-2019,Eibar,0 - 3,Barcelona,19/20
1643,29-10-2019,Barcelona,5 - 1,Valladolid,19/20
1644,02-11-2019,Levante,3 - 1,Barcelona,19/20
1645,09-11-2019,Barcelona,4 - 1,Celta,19/20
1646,23-11-2019,Leganes,1 - 2,Barcelona,19/20
1647,01-12-2019,Ath Madrid,0 - 1,Barcelona,19/20
1648,07-12-2019,Barcelona,5 - 2,Mallorca,19/20
1649,14-12-2019,Sociedad,2 - 2,Barcelona,19/20
1650,18-12-2019,Barcelona,0 - 0,Real Madrid,19/20
1651,21-12-2019,Barcelona,4 - 1,Alaves,19/20
1652,04-01-2020,Espanol,2 - 2,Barcelona,19/20
1653,19-01-2020,Barcelona,1 - 0,Granada,19/20
1654,25-01-2020,Valencia,2 - 0,Barcelona,19/20
1655,02-02-2020,Barcelona,2 - 1,Levante,19/20
1656,09-02-2020,Betis,2 - 3,Barcelona,19/20
1657,15-02-2020,Barcelona,2 - 1,Getafe,19/20
1658,22-02-2020,Barcelona,5 - 0,Eibar,19/20
1659,01-03-2020,Real Madrid,2 - 0,Barcelona,19/20
1660,07-03-2020,Barcelona,1 - 0,Sociedad,19/20
1661,13-06-2020,Mallorca,0 - 4,Barcelona,19/20
1662,16-06-2020,Barcelona,2 - 0,Leganes,19/20
1663,19-06-2020,Sevilla,0 - 0,Barcelona,19/20
1664,23-06-2020,Barcelona,1 - 0,Ath Bilbao,19/20
1665,27-06-2020,Celta,2 - 2,Barcelona,19/20
1666,30-06-2020,Barcelona,2 - 2,Ath Madrid,19/20
1667,05-07-2020,Villarreal,1 - 4,Barcelona,19/20
1668,08-07-2020,Barcelona,1 - 0,Espanol,19/20
1669,11-07-2020,Valladolid,0 - 1,Barcelona,19/20
1670,16-07-2020,Barcelona,1 - 2,Osasuna,19/20
1671,19-07-2020,Alaves,0 - 5,Barcelona,19/20
1672,18-08-2019,Betis,1 - 2,Valladolid,19/20
1673,25-08-2019,Barcelona,5 - 2,Betis,19/20
1674,31-08-2019,Betis,2 - 1,Leganes,19/20
1675,15-09-2019,Betis,1 - 1,Getafe,19/20
1676,20-09-2019,Osasuna,0 - 0,Betis,19/20
1677,24-09-2019,Betis,3 - 1,Levante,19/20
1678,27-09-2019,Villarreal,5 - 1,Betis,19/20
1679,04-10-2019,Betis,1 - 1,Eibar,19/20
1680,20-10-2019,Sociedad,3 - 1,Betis,19/20
1681,27-10-2019,Granada,1 - 0,Betis,19/20
1682,30-10-2019,Betis,2 - 1,Celta,19/20
1683,02-11-2019,Real Madrid,0 - 0,Betis,19/20
1684,10-11-2019,Betis,1 - 2,Sevilla,19/20
1685,23-11-2019,Betis,2 - 1,Valencia,19/20
1686,30-11-2019,Mallorca,1 - 2,Betis,19/20
1687,08-12-2019,Betis,3 - 2,Ath Bilbao,19/20
1688,15-12-2019,Espanol,2 - 2,Betis,19/20
1689,22-12-2019,Betis,1 - 2,Ath Madrid,19/20
1690,05-01-2020,Alaves,1 - 1,Betis,19/20
1691,19-01-2020,Betis,3 - 0,Sociedad,19/20
1692,26-01-2020,Getafe,1 - 0,Betis,19/20
1693,02-02-2020,Eibar,1 - 1,Betis,19/20
1694,09-02-2020,Betis,2 - 3,Barcelona,19/20
1695,16-02-2020,Leganes,0 - 0,Betis,19/20
1696,21-02-2020,Betis,3 - 3,Mallorca,19/20
1697,29-02-2020,Valencia,2 - 1,Betis,19/20
1698,08-03-2020,Betis,2 - 1,Real Madrid,19/20
1699,11-06-2020,Sevilla,2 - 0,Betis,19/20
1700,15-06-2020,Betis,2 - 2,Granada,19/20
1701,20-06-2020,Ath Bilbao,1 - 0,Betis,19/20
1702,25-06-2020,Betis,1 - 0,Espanol,19/20
1703,28-06-2020,Levante,4 - 2,Betis,19/20
1704,01-07-2020,Betis,0 - 2,Villarreal,19/20
1705,04-07-2020,Celta,1 - 1,Betis,19/20
1706,08-07-2020,Betis,3 - 0,Osasuna,19/20
1707,11-07-2020,Ath Madrid,1 - 0,Betis,19/20
1708,16-07-2020,Betis,1 - 2,Alaves,19/20
1709,19-07-2020,Valladolid,2 - 0,Betis,19/20
1710,17-08-2019,Celta,1 - 3,Real Madrid,19/20
1711,24-08-2019,Celta,1 - 0,Valencia,19/20
1712,30-08-2019,Sevilla,1 - 1,Celta,19/20
1713,15-09-2019,Celta,0 - 2,Granada,19/20
1714,21-09-2019,Ath Madrid,0 - 0,Celta,19/20
1715,26-09-2019,Celta,1 - 1,Espanol,19/20
1716,29-09-2019,Eibar,2 - 0,Celta,19/20
1717,06-10-2019,Celta,1 - 0,Ath Bilbao,19/20
1718,20-10-2019,Alaves,2 - 0,Celta,19/20
1719,27-10-2019,Celta,0 - 1,Sociedad,19/20
1720,30-10-2019,Betis,2 - 1,Celta,19/20
1721,03-11-2019,Celta,0 - 1,Getafe,19/20
1722,09-11-2019,Barcelona,4 - 1,Celta,19/20
1723,24-11-2019,Villarreal,1 - 3,Celta,19/20
1724,29-11-2019,Celta,0 - 0,Valladolid,19/20
1725,08-12-2019,Leganes,3 - 2,Celta,19/20
1726,15-12-2019,Celta,2 - 2,Mallorca,19/20
1727,22-12-2019,Levante,3 - 1,Celta,19/20
1728,05-01-2020,Celta,1 - 1,Osasuna,19/20
1729,19-01-2020,Ath Bilbao,1 - 1,Celta,19/20
1730,26-01-2020,Celta,0 - 0,Eibar,19/20
1731,01-02-2020,Valencia,1 - 0,Celta,19/20
1732,09-02-2020,Celta,2 - 1,Sevilla,19/20
1733,16-02-2020,Real Madrid,2 - 2,Celta,19/20
1734,22-02-2020,Celta,1 - 0,Leganes,19/20
1735,29-02-2020,Granada,0 - 0,Celta,19/20
1736,07-03-2020,Getafe,0 - 0,Celta,19/20
1737,13-06-2020,Celta,0 - 1,Villarreal,19/20
1738,17-06-2020,Valladolid,0 - 0,Celta,19/20
1739,21-06-2020,Celta,6 - 0,Alaves,19/20
1740,24-06-2020,Sociedad,0 - 1,Celta,19/20
1741,27-06-2020,Celta,2 - 2,Barcelona,19/20
1742,30-06-2020,Mallorca,5 - 1,Celta,19/20
1743,04-07-2020,Celta,1 - 1,Betis,19/20
1744,07-07-2020,Celta,1 - 1,Ath Madrid,19/20
1745,11-07-2020,Osasuna,2 - 1,Celta,19/20
1746,16-07-2020,Celta,2 - 3,Levante,19/20
1747,19-07-2020,Espanol,0 - 0,Celta,19/20
1748,17-08-2019,Mallorca,2 - 1,Eibar,19/20
1749,24-08-2019,Osasuna,0 - 0,Eibar,19/20
1750,01-09-2019,Ath Madrid,3 - 2,Eibar,19/20
1751,15-09-2019,Eibar,1 - 2,Espanol,19/20
1752,21-09-2019,Levante,0 - 0,Eibar,19/20
1753,26-09-2019,Eibar,3 - 2,Sevilla,19/20
1754,29-09-2019,Eibar,2 - 0,Celta,19/20
1755,04-10-2019,Betis,1 - 1,Eibar,19/20
1756,19-10-2019,Eibar,0 - 3,Barcelona,19/20
1757,26-10-2019,Valladolid,2 - 0,Eibar,19/20
1758,31-10-2019,Eibar,2 - 1,Villarreal,19/20
1759,03-11-2019,Leganes,1 - 2,Eibar,19/20
1760,09-11-2019,Eibar,0 - 4,Real Madrid,19/20
1761,24-11-2019,Eibar,0 - 2,Alaves,19/20
1762,30-11-2019,Sociedad,4 - 1,Eibar,19/20
1763,08-12-2019,Eibar,0 - 1,Getafe,19/20
1764,14-12-2019,Ath Bilbao,0 - 0,Eibar,19/20
1765,20-12-2019,Eibar,3 - 0,Granada,19/20
1766,04-01-2020,Valencia,1 - 0,Eibar,19/20
1767,18-01-2020,Eibar,2 - 0,Ath Madrid,19/20
1768,26-01-2020,Celta,0 - 0,Eibar,19/20
1769,02-02-2020,Eibar,1 - 1,Betis,19/20
1770,07-02-2020,Alaves,2 - 1,Eibar,19/20
1771,22-02-2020,Barcelona,5 - 0,Eibar,19/20
1772,29-02-2020,Eibar,3 - 0,Levante,19/20
1773,07-03-2020,Eibar,1 - 2,Mallorca,19/20
1774,10-03-2020,Eibar,1 - 2,Sociedad,19/20
1775,14-06-2020,Real Madrid,3 - 1,Eibar,19/20
1776,17-06-2020,Eibar,2 - 2,Ath Bilbao,19/20
1777,20-06-2020,Getafe,1 - 1,Eibar,19/20
1778,25-06-2020,Eibar,1 - 0,Valencia,19/20
1779,28-06-2020,Granada,1 - 2,Eibar,19/20
1780,02-07-2020,Eibar,0 - 2,Osasuna,19/20
1781,06-07-2020,Sevilla,1 - 0,Eibar,19/20
1782,09-07-2020,Eibar,0 - 0,Leganes,19/20
1783,12-07-2020,Espanol,0 - 2,Eibar,19/20
1784,16-07-2020,Eibar,3 - 1,Valladolid,19/20
1785,19-07-2020,Villarreal,4 - 0,Eibar,19/20
1786,18-08-2019,Espanol,0 - 2,Sevilla,19/20
1787,25-08-2019,Alaves,0 - 0,Espanol,19/20
1788,01-09-2019,Espanol,0 - 3,Granada,19/20
1789,15-09-2019,Eibar,1 - 2,Espanol,19/20
1790,22-09-2019,Espanol,1 - 3,Sociedad,19/20
1791,26-09-2019,Celta,1 - 1,Espanol,19/20
1792,29-09-2019,Espanol,0 - 2,Valladolid,19/20
1793,06-10-2019,Mallorca,2 - 0,Espanol,19/20
1794,20-10-2019,Espanol,0 - 1,Villarreal,19/20
1795,27-10-2019,Levante,0 - 1,Espanol,19/20
1796,30-10-2019,Ath Bilbao,3 - 0,Espanol,19/20
1797,02-11-2019,Espanol,1 - 2,Valencia,19/20
1798,10-11-2019,Ath Madrid,3 - 1,Espanol,19/20
1799,24-11-2019,Espanol,1 - 1,Getafe,19/20
1800,01-12-2019,Espanol,2 - 4,Osasuna,19/20
1801,07-12-2019,Real Madrid,2 - 0,Espanol,19/20
1802,15-12-2019,Espanol,2 - 2,Betis,19/20
1803,22-12-2019,Leganes,2 - 0,Espanol,19/20
1804,04-01-2020,Espanol,2 - 2,Barcelona,19/20
1805,19-01-2020,Villarreal,1 - 2,Espanol,19/20
1806,25-01-2020,Espanol,1 - 1,Ath Bilbao,19/20
1807,01-02-2020,Granada,2 - 1,Espanol,19/20
1808,09-02-2020,Espanol,1 - 0,Mallorca,19/20
1809,16-02-2020,Sevilla,2 - 2,Espanol,19/20
1810,23-02-2020,Valladolid,2 - 1,Espanol,19/20
1811,01-03-2020,Espanol,1 - 1,Ath Madrid,19/20
1812,08-03-2020,Osasuna,1 - 0,Espanol,19/20
1813,13-06-2020,Espanol,2 - 0,Alaves,19/20
1814,16-06-2020,Getafe,0 - 0,Espanol,19/20
1815,20-06-2020,Espanol,1 - 3,Levante,19/20
1816,25-06-2020,Betis,1 - 0,Espanol,19/20
1817,28-06-2020,Espanol,0 - 1,Real Madrid,19/20
1818,02-07-2020,Sociedad,2 - 1,Espanol,19/20
1819,05-07-2020,Espanol,0 - 1,Leganes,19/20
1820,08-07-2020,Barcelona,1 - 0,Espanol,19/20
1821,12-07-2020,Espanol,0 - 2,Eibar,19/20
1822,16-07-2020,Valencia,1 - 0,Espanol,19/20
